Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
11/14/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,90660,,N/A,Web,11/14/2013,Closed with explanation,Yes,No,597887
11/07/2013,Debt collection,Payday loan,Improper contact or sharing of info,Contacted me after I asked not to,,,Delbert Services,NJ,08081,,N/A,Web,11/13/2013,Closed with explanation,Yes,No,589519
11/14/2013,Credit card,,Advertising and marketing,,,,Fifth Third Financial Corporation,IL,61063,,N/A,Web,11/14/2013,Closed with monetary relief,Yes,No,598203
11/14/2013,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,,,Encore Capital Group,NJ,07071,,N/A,Web,11/14/2013,Closed with explanation,Yes,Yes,597170
11/25/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Santander Bank US,MA,01009,,N/A,Web,11/25/2013,Closed,Yes,No,611555
11/14/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Santander Consumer USA Holdings Inc,AZ,85308,,N/A,Web,11/18/2013,Closed with explanation,Yes,Yes,598205
11/07/2013,Credit card,,Transaction issue,,,,Bank of America,VA,22314,,N/A,Web,11/06/2013,Closed with explanation,Yes,No,589524
12/03/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Regions Financial Corporation,FL,34145,,N/A,Referral,12/03/2013,Closed with explanation,Yes,Yes,618923
11/07/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,AZ,85338,,N/A,Web,11/06/2013,Closed with explanation,Yes,Yes,589535
11/07/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,IA,51503,,N/A,Web,11/06/2013,Closed with explanation,Yes,Yes,589536
11/14/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,94587,,N/A,Web,11/14/2013,Closed with explanation,Yes,Yes,597098
11/14/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,CA,94587,,N/A,Web,11/14/2013,Closed with explanation,Yes,Yes,597099
11/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,GA,30044,,N/A,Web,11/01/2013,Closed with explanation,Yes,No,581127
11/01/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Banco Popular de Puerto Rico,,,,N/A,Phone,11/13/2013,Closed with explanation,Yes,No,582348
11/01/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Portfolio Recovery Associates, Inc.",NJ,08054,Servicemember,N/A,Web,11/14/2013,Closed with non-monetary relief,Yes,No,582350
11/14/2013,Credit card,,Delinquent account,,,,Synchrony Financial,FL,33613,,N/A,Referral,11/18/2013,Closed with explanation,Yes,No,598216
11/20/2013,Debt collection,Medical,Communication tactics,Frequent or repeated calls,,,TSC Accounts Receivable Solutions,CA,92024,Older American,N/A,Web,11/26/2013,Closed with explanation,Yes,Yes,605702
11/07/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",IA,51503,,N/A,Web,11/06/2013,Closed with explanation,Yes,Yes,589538
11/20/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Valley National Bank,NJ,07070,Older American,N/A,Web,11/27/2013,Closed with explanation,Yes,Yes,605705
12/03/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,Capital One,SC,29445,,N/A,Postal mail,12/03/2013,Closed with explanation,Yes,No,618794
11/25/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,SC,29206,Servicemember,N/A,Web,11/25/2013,Closed with explanation,Yes,No,611569
11/20/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,OH,45106,,N/A,Web,12/02/2013,Closed with non-monetary relief,Yes,No,605707
11/14/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,TX,79413,,N/A,Referral,11/18/2013,Closed with explanation,Yes,No,598313
11/07/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CA,94115,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589563
11/07/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,VA,23703,Servicemember,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589564
11/14/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,GA,31904,,N/A,Referral,11/18/2013,Closed with monetary relief,Yes,No,598345
11/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,FL,33510,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589565
11/07/2013,Bank account or service,Savings account,"Making/receiving payments, sending money",,,,"PayPal Holdings, Inc.",VA,23229,,N/A,Web,11/12/2013,Closed with explanation,Yes,No,589572
11/01/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Monarch Recovery Holdings, Inc.",CA,93263,,N/A,Phone,11/06/2013,Closed with non-monetary relief,Yes,No,582370
11/14/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Fifth Third Financial Corporation,IN,46514,,N/A,Referral,11/18/2013,Closed with monetary relief,Yes,No,598314
11/14/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Crescent Mortgage,NH,03848,,N/A,Referral,11/20/2013,Closed with explanation,Yes,No,597890
11/07/2013,Credit card,,Transaction issue,,,,JPMorgan Chase & Co.,CA,92009,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589573
11/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IL,60184,,N/A,Referral,11/12/2013,Closed with explanation,Yes,Yes,590702
02/14/2015,Credit card,,Closing/Cancelling account,,,,Discover,MI,48864,,N/A,Web,02/14/2015,Closed with explanation,Yes,No,1240981
11/07/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,"Northstar Location Services, LLC",NY,12128,,N/A,Web,11/12/2013,Closed,Yes,No,589578
12/03/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,SC,29680,,N/A,Phone,12/03/2013,Closed with explanation,Yes,No,618815
12/03/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,"Portfolio Recovery Associates, Inc.",FL,33523,,N/A,Web,12/03/2013,Closed with non-monetary relief,Yes,No,618816
11/25/2013,Credit card,,Transaction issue,,,,HSBC North America Holdings Inc.,NY,14220,,N/A,Web,12/11/2013,Closed with monetary relief,Yes,Yes,611589
11/14/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,75146,,N/A,Postal mail,11/20/2013,Closed with non-monetary relief,Yes,No,600505
11/07/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Wells Fargo & Company,NJ,07068,,N/A,Referral,11/08/2013,Closed with non-monetary relief,Yes,No,590427
11/14/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,NV,89145,,N/A,Referral,11/19/2013,Closed with explanation,Yes,Yes,597082
11/20/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,TX,75169,,N/A,Phone,11/20/2013,Closed with explanation,Yes,No,605729
11/07/2013,Credit card,,Billing disputes,,,,Amex,NY,10016,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589583
11/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,94568,,N/A,Fax,11/08/2013,Closed with explanation,Yes,No,589105
11/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Specialized Loan Servicing LLC,CA,94607,,N/A,Referral,11/13/2013,Closed with explanation,Yes,No,588976
11/14/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,CA,95758,,N/A,Web,11/14/2013,Closed with explanation,Yes,No,598226
11/14/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,NV,89145,,N/A,Referral,11/19/2013,Closed with explanation,Yes,Yes,598250
11/25/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,Regions Financial Corporation,FL,33139,,N/A,Web,12/03/2013,Closed with monetary relief,Yes,No,611597
11/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,95670,,N/A,Referral,11/08/2013,Closed with explanation,Yes,Yes,590362
11/07/2013,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,"Platinum Holdings Group, LLC",VA,23231,,N/A,Web,11/07/2013,Closed,Yes,No,589589
11/01/2013,Credit card,,Credit determination,,,,Capital One,MO,64118,Older American,N/A,Postal mail,11/06/2013,Closed with explanation,Yes,No,582398
11/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,28212,,N/A,Referral,11/12/2013,Closed with non-monetary relief,Yes,Yes,590688
11/14/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Santander Bank US,PA,17847,,N/A,Referral,11/26/2013,Closed,Yes,Yes,598237
11/01/2013,Credit reporting,,Incorrect information on credit report,Account status,,,"Fidelity National Information Services, Inc. (FNIS)",OH,43224,,N/A,Postal mail,11/07/2013,Closed with explanation,Yes,No,582403
11/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,32905,Older American,N/A,Fax,11/07/2013,Closed with explanation,Yes,No,588989
11/07/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"The CBE Group, Inc.",MD,21224,,N/A,Web,11/15/2013,Closed with explanation,Yes,No,589601
12/03/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NJ,08759,,N/A,Fax,12/03/2013,Closed,Yes,No,618646
11/25/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Charles Schwab Bank,NJ,08034,,N/A,Web,11/25/2013,Closed with explanation,Yes,No,611606
11/01/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,CA,92707,,N/A,Web,11/14/2013,Closed with explanation,Yes,No,582424
11/14/2013,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,,,TD Bank US Holding Company,NY,10543,Older American,N/A,Web,11/21/2013,Closed with explanation,Yes,Yes,598249
11/07/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,HSBC North America Holdings Inc.,FL,33138,,N/A,Web,11/12/2013,Closed with explanation,Yes,No,589625
11/25/2013,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,"Cash America International, Inc.",TX,77066,,N/A,Web,11/25/2013,Closed with explanation,Yes,No,611616
11/02/2013,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,,,PHH Mortgage,VA,22079,,N/A,Web,11/01/2013,Closed with explanation,Yes,No,582439
11/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,IL,60542,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589024
12/03/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Loan To Learn,AL,36092,,N/A,Fax,12/09/2013,Closed with explanation,Yes,Yes,618871
12/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,95386,,N/A,Fax,06/18/2014,Closed with explanation,Yes,No,618849
11/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,IL,60505,,N/A,Web,11/25/2013,Closed with explanation,Yes,No,611623
11/02/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,BB&T Financial,SC,29511,,N/A,Web,11/06/2013,Closed with explanation,Yes,No,582454
11/02/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,,,"MNE Services, Inc",WI,53214,,N/A,Web,11/25/2013,Closed with explanation,Yes,Yes,582456
11/07/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"The CBE Group, Inc.",CT,06010,Older American,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589659
11/14/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,"TransUnion Intermediate Holdings, Inc.",CA,93212,,N/A,Referral,12/11/2013,Closed with explanation,Yes,No,598272
11/14/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,CA,93212,,N/A,Referral,12/11/2013,Closed with explanation,Yes,No,598273
11/02/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Credit Protection Association, L.P.",MI,48329,"Older American, Servicemember",N/A,Web,11/01/2013,Closed with explanation,Yes,No,582462
12/03/2013,Credit card,,Closing/Cancelling account,,,,Citibank,GA,30101,,N/A,Web,12/09/2013,Closed with monetary relief,Yes,No,618891
11/07/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,"Portfolio Recovery Associates, Inc.",CA,94803,"Older American, Servicemember",N/A,Web,11/15/2013,Closed with explanation,Yes,Yes,589675
11/14/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,Encore Capital Group,CA,90814,,N/A,Postal mail,11/21/2013,Closed with explanation,Yes,No,597368
12/03/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MS,39531,,N/A,Web,12/03/2013,Closed with explanation,Yes,No,620365
11/14/2013,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"Capio Partners, LLC",OK,73118,,N/A,Postal mail,11/21/2013,Closed with non-monetary relief,Yes,No,598291
11/07/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,FL,34677,,N/A,Phone,11/12/2013,Closed with explanation,Yes,No,589685
11/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,AZ,85282,,N/A,Web,11/25/2013,Closed with monetary relief,Yes,Yes,613530
11/25/2013,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,"Expert Global Solutions, Inc.",IL,60115,,N/A,Phone,11/26/2013,Closed with explanation,Yes,No,611637
11/07/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,CA,91340,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589689
11/02/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CA,92869,,N/A,Web,11/06/2013,Closed with explanation,Yes,No,582473
12/03/2013,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,Delbert Services,LA,70122,Servicemember,N/A,Web,12/03/2013,Closed with explanation,Yes,No,618899
11/25/2013,Credit card,,Credit card protection / Debt protection,,,,Capital One,NY,14891,,N/A,Web,11/26/2013,Closed with monetary relief,Yes,No,611642
11/14/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,,,Encore Capital Group,MN,55008,,N/A,Web,11/14/2013,Closed with explanation,Yes,Yes,597948
12/03/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Bank of America,MI,48192,,N/A,Web,12/03/2013,Closed with explanation,Yes,No,618915
11/02/2013,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,,,"Allied Collection Services, Inc. (Nevada)",NV,89129,Servicemember,N/A,Web,11/05/2013,Closed with explanation,Yes,No,582484
11/07/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,Encore Capital Group,DE,19963,,N/A,Phone,11/08/2013,Closed with explanation,Yes,Yes,589160
11/26/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,IL,60475,,N/A,Referral,11/26/2013,Closed with explanation,Yes,No,612283
11/02/2013,Credit card,,Other fee,,,,Citibank,FL,33463,,N/A,Web,11/02/2013,Closed with explanation,Yes,No,582492
11/02/2013,Credit card,,Late fee,,,,Bank of America,HI,96825,,N/A,Web,11/13/2013,Closed with explanation,Yes,No,582494
11/14/2013,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,Global Recovery Group,TN,37013,,N/A,Web,02/14/2014,Closed with explanation,Yes,No,598311
11/26/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Stearns Ventures, LLC",HI,96745,,N/A,Referral,12/11/2013,Closed with explanation,Yes,Yes,612285
11/02/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,"Cascade Capital, LLC",CO,80526,,N/A,Web,12/11/2013,Closed with explanation,Yes,No,582237
11/02/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MO,64755,,N/A,Web,11/02/2013,Closed with explanation,Yes,Yes,582497
11/26/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NJ,07730,,N/A,Referral,11/26/2013,Closed with explanation,Yes,No,612290
11/02/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Resurgent Capital Services L.P.,NJ,08094,,N/A,Web,11/05/2013,Closed with explanation,Yes,No,582500
11/07/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Ditech Financial LLC,OH,45320,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589739
11/14/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NH,03303,,N/A,Web,11/14/2013,Closed with explanation,Yes,No,598332
12/03/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",IL,60174,,N/A,Web,12/03/2013,Closed with explanation,No,,619909
11/14/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"CL Holdings, LLC",CA,95758,Servicemember,N/A,Web,11/14/2013,Closed with explanation,Yes,Yes,598227
11/26/2013,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,,,"RevSolve, Inc.",NV,89406,,N/A,Phone,12/13/2013,Closed with explanation,Yes,No,612301
11/14/2013,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,Gryphon Corp,MD,20785,,N/A,Web,11/14/2013,Closed with explanation,Yes,No,598348
11/14/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Fifth Third Financial Corporation,OH,44021,Servicemember,N/A,Phone,11/14/2013,Closed with monetary relief,Yes,No,598350
11/26/2013,Credit card,,Late fee,,,,U.S. Bancorp,FL,32082,,N/A,Web,11/25/2013,Closed with explanation,Yes,No,612306
11/02/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,32771,,N/A,Web,11/14/2013,Closed with explanation,Yes,No,582514
12/03/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Prudent Law Group,FL,34610,,N/A,Web,01/09/2014,Untimely response,No,,618946
11/14/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,NY,10309,,N/A,Fax,11/14/2013,Closed with explanation,Yes,No,598353
11/07/2013,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Wells Fargo & Company,KY,42159,,N/A,Web,11/15/2013,Closed with explanation,Yes,No,589777
11/02/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,NY,10116,,N/A,Web,11/02/2013,Closed with non-monetary relief,Yes,No,580817
11/02/2013,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,,,"Eltman Law, P.C.",NY,11779,,N/A,Web,11/02/2013,Closed with explanation,Yes,No,581159
11/07/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,TX,75150,,N/A,Phone,11/07/2013,Closed with explanation,Yes,No,589782
11/14/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,IL,60087,,N/A,Web,11/14/2013,Closed with explanation,Yes,No,598362
11/14/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Experian,TX,76118,,N/A,Referral,11/27/2013,Closed with non-monetary relief,Yes,No,598337
11/14/2013,Credit card,,Billing disputes,,,,Citibank,IA,52403,Older American,N/A,Phone,11/14/2013,Closed with monetary relief,Yes,No,598369
11/14/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,TX,76118,Older American,N/A,Referral,11/27/2013,Closed with explanation,Yes,Yes,598338
11/07/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,U.S. Bancorp,MO,63118,,N/A,Web,11/15/2013,Closed with explanation,Yes,Yes,589795
11/02/2013,Debt collection,Medical,False statements or representation,Indicated shouldn't respond to lawsuit,,,"Dominion Law Associates, P.L.L.C.",VA,23464,,N/A,Web,11/13/2013,Closed with explanation,Yes,No,582521
12/03/2013,Credit card,,Billing disputes,,,,Fifth Third Financial Corporation,OH,45429,,N/A,Web,12/03/2013,Closed with monetary relief,Yes,No,618975
11/07/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"AMCOL Systems, Inc.",AR,71909,Older American,N/A,Web,11/07/2013,Closed with non-monetary relief,Yes,No,589804
12/03/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NJ,08002,,N/A,Web,12/06/2013,Closed with explanation,Yes,Yes,618971
11/02/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Bank of America,NY,11570,,N/A,Web,11/12/2013,Closed with non-monetary relief,Yes,Yes,582531
12/03/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,79601,,N/A,Referral,12/03/2013,Closed with explanation,Yes,No,619090
11/02/2013,Credit card,,Transaction issue,,,,Capital One,FL,34787,,N/A,Web,11/02/2013,Closed with non-monetary relief,Yes,No,582534
12/03/2013,Debt collection,Payday loan,Communication tactics,Called after sent written cease of comm,,,"Enova International, Inc.",WI,53406,,N/A,Web,12/18/2013,Closed with explanation,Yes,No,618982
11/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,BMO Harris,IL,60657,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589012
11/07/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,CA,94571,Older American,N/A,Web,11/07/2013,Closed with explanation,Yes,Yes,589134
11/07/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,,,"Sentry Recovery and Collections, Inc.",FL,32114,,N/A,Web,11/07/2013,Closed with explanation,Yes,Yes,589813
11/14/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,76108,,N/A,Postal mail,01/22/2014,Closed with non-monetary relief,Yes,No,598084
11/07/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CT,06739,Older American,N/A,Phone,11/08/2013,Closed with explanation,Yes,No,588987
11/14/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,CA,92315,Older American,N/A,Referral,11/19/2013,Closed with explanation,Yes,Yes,598055
11/14/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Round Point Mortgage,AL,36064,,N/A,Web,11/21/2013,Closed with explanation,Yes,No,597181
11/02/2013,Debt collection,Credit card,Communication tactics,Called outside of 8am-9pm,,,"Expert Global Solutions, Inc.",PA,19426,,N/A,Web,11/25/2013,Closed with explanation,Yes,No,582551
11/02/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Commercial Recovery Systems,NV,89103,Older American,N/A,Web,11/14/2013,Closed,No,Yes,582708
11/14/2013,Credit card,,Advertising and marketing,,,,JPMorgan Chase & Co.,OH,44001,,N/A,Web,11/14/2013,Closed with explanation,Yes,No,598413
11/14/2013,Bank account or service,Checking account,Using a debit or ATM card,,,,Comerica,TX,77338,,N/A,Referral,12/02/2013,Closed with explanation,Yes,No,597327
11/14/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,,,,N/A,Referral,11/19/2013,Closed with explanation,Yes,No,597364
11/26/2013,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,Navy FCU,MD,20716,Servicemember,N/A,Web,11/26/2013,Closed with explanation,Yes,No,612350
12/03/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,HSBC North America Holdings Inc.,NY,14619,,N/A,Web,12/04/2013,Closed with explanation,Yes,No,619028
12/03/2013,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,,,"Expert Global Solutions, Inc.",PA,18704,,N/A,Web,12/05/2013,Closed with explanation,Yes,No,619030
11/02/2013,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,"Portfolio Recovery Associates, Inc.",IN,46201,,N/A,Web,11/02/2013,Closed with non-monetary relief,Yes,No,582558
11/07/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Resurgent Capital Services L.P.,SC,29707,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589874
11/02/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Wells Fargo & Company,NC,27606,,N/A,Web,11/14/2013,Closed with explanation,Yes,No,582562
11/14/2013,Debt collection,Federal student loan,Disclosure verification of debt,Not given enough info to verify debt,,,"Western Control Services, Inc.",PA,15940,,N/A,Referral,12/24/2013,Closed with explanation,Yes,No,597155
11/26/2013,Debt collection,I do not know,Taking/threatening an illegal action,Threatened to sue on too old debt,,,"Dynamic Recovery Solutions, LLC",MA,01069,,N/A,Web,11/25/2013,Closed with explanation,Yes,Yes,612362
11/14/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,76108,,N/A,Postal mail,01/22/2014,Closed with non-monetary relief,Yes,No,598088
11/07/2013,Payday loan,Payday loan,Can't contact lender,Can't contact lender,,,"Worldwide Processing Group, LLC",TX,79705,,N/A,Web,11/08/2013,Closed with non-monetary relief,Yes,No,591287
11/26/2013,Consumer Loan,Installment loan,Taking out the loan or lease,,,,"OneMain Financial Holdings, LLC",LA,70056,,N/A,Web,11/26/2013,Closed with explanation,Yes,No,612366
12/03/2013,Credit card,,APR or interest rate,,,,Amex,MI,48104,,N/A,Web,12/03/2013,Closed with monetary relief,Yes,No,619051
11/07/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MD,21788,,N/A,Web,11/07/2013,Closed with explanation,Yes,No,589892
11/26/2013,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,,,Bank of America,IL,60190,,N/A,Web,11/25/2013,Closed with explanation,Yes,No,612369
11/14/2013,Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,,,Mutual Financial Partners,OK,74401,,N/A,Web,12/06/2013,Closed,Yes,No,598442
11/26/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,IL,60423,Servicemember,N/A,Web,11/25/2013,Closed with explanation,Yes,No,612372
11/14/2013,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,,,CIT Bank National Association,MI,49323,,N/A,Referral,12/16/2013,Closed with explanation,Yes,No,598460
